version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,SM-N986B,1696082963213,2023-09-30_14-09-23,Europe/Amsterdam,android,1.21.0,f007e34d-19ab-497b-8827-fc7f6456678b,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10|10
