time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1696081903430814000,0.05181396484375,-0.5966219902038574,-0.09323100000619888,0.1289830058813095,0.7865830063819885,0.007626554928719997,-0.3195706903934479,1.2990642786026
1696081903440814000,0.06181396484375,-0.5958099961280823,-0.09288399666547775,0.12899799644947052,0.7872359752655029,0.007870960980653763,-0.3191779553890228,1.2969908714294434
1696081903450814000,0.07181396484375,-0.5952889919281006,-0.09261199831962585,0.12900499999523163,0.7876610159873962,0.008105451241135597,-0.31886211037635803,1.2956663370132446
1696081903460814600,0.081814697265625,-0.5946829915046692,-0.09234800189733505,0.1290310025215149,0.7881460189819336,0.008316252380609512,-0.3185881972312927,1.29412841796875
1696081903470814500,0.091814453125,-0.5941590070724487,-0.0927480012178421,0.12897400557994843,0.7885029911994934,0.007369838654994965,-0.31898918747901917,1.2926942110061646
1696081903480814600,0.101814697265625,-0.5940240025520325,-0.09326200187206268,0.12866200506687164,0.7885950207710266,0.006071287672966719,-0.3191126883029938,1.2921550273895264
1696081903490814500,0.111814453125,-0.5938420295715332,-0.09379799664020538,0.12814900279045105,0.788752019405365,0.004458692390471697,-0.31893762946128845,1.2914092540740967
1696081903500814600,0.121814697265625,-0.5940240025520325,-0.09440799802541733,0.12742400169372559,0.7886589765548706,0.00260544428601861,-0.3185074031352997,1.2915173768997192
1696081903510814500,0.131814453125,-0.5942990183830261,-0.09508100152015686,0.12642499804496765,0.7885329723358154,0.00033632811391726136,-0.3177117705345154,1.2917534112930298
1696081903520814600,0.141814697265625,-0.5947989821434021,-0.09590800106525421,0.1252100020647049,0.7882490158081055,-0.0023669677320867777,-0.3167556822299957,1.2924752235412598
1696081903530814500,0.151814453125,-0.5951970219612122,-0.0973920002579689,0.1237419992685318,0.7879980206489563,-0.006510474253445864,-0.3161942958831787,1.29276442527771
1696081903540814600,0.161814697265625,-0.5951290130615234,-0.09931500256061554,0.1224059984087944,0.7880190014839172,-0.011395296081900597,-0.316378653049469,1.2918505668640137
1696081903550814500,0.171814453125,-0.5951279997825623,-0.10150700062513351,0.12131000310182571,0.7879089713096619,-0.016385113820433617,-0.3172782361507416,1.2911781072616577
1696081903560814600,0.181814697265625,-0.5947949886322021,-0.10371900349855423,0.12063699960708618,0.7879760265350342,-0.021008139476180077,-0.3188779056072235,1.2898014783859253
1696081903570814500,0.191814453125,-0.5941640138626099,-0.10598699748516083,0.12031500041484833,0.7882000207901001,-0.02540532499551773,-0.32110145688056946,1.287772536277771
1696081903580814600,0.201814697265625,-0.5938760042190552,-0.10834400355815887,0.12021300196647644,0.7881119847297668,-0.029529785737395287,-0.3237968683242798,1.2867045402526855
1696081903590814500,0.211814453125,-0.593878984451294,-0.11059100180864334,0.12032900005578995,0.7877789735794067,-0.033076271414756775,-0.32672253251075745,1.2864850759506226
1696081903600814600,0.221814697265625,-0.5938599705696106,-0.11242599785327911,0.12077700346708298,0.78746497631073,-0.03553464636206627,-0.3296859562397003,1.2863781452178955
1696081903610814500,0.231814453125,-0.5947409868240356,-0.11409199982881546,0.12134099751710892,0.7864739894866943,-0.03717413172125816,-0.332675963640213,1.2886866331100464
1696081903620814600,0.241814697265625,-0.5961899757385254,-0.11580900102853775,0.12185700237751007,0.7850440144538879,-0.03869960829615593,-0.3356834352016449,1.292464017868042
1696081903630814500,0.251814453125,-0.5982099771499634,-0.1178629994392395,0.12214700132608414,0.7831550240516663,-0.040800586342811584,-0.3387768566608429,1.297627329826355
1696081903640814600,0.261814697265625,-0.6006199717521667,-0.12021899968385696,0.12227199971675873,0.7809299826622009,-0.04341458901762962,-0.3420123755931854,1.3037382364273071
1696081903650814500,0.271814453125,-0.6033269762992859,-0.12285400182008743,0.12227500230073929,0.7784289717674255,-0.046484291553497314,-0.34543612599372864,1.3105800151824951
1696081903660814600,0.281814697265625,-0.6061639785766602,-0.12613500654697418,0.12190599739551544,0.7757530212402344,-0.05100669339299202,-0.34910285472869873,1.3175790309906006
1696081903670814500,0.291814453125,-0.6085389852523804,-0.13020500540733337,0.12105699628591537,0.7733500003814697,-0.05763594061136246,-0.3529937267303467,1.3231033086776733
1696081903680814600,0.301814697265625,-0.6108700037002563,-0.13517199456691742,0.1193540021777153,0.770920991897583,-0.06684843450784683,-0.35668525099754333,1.3281105756759644
1696081903690814500,0.311814453125,-0.612434983253479,-0.14086399972438812,0.11667899787425995,0.7690680027008057,-0.07887624949216843,-0.3597158193588257,1.3306533098220825
1696081903700814600,0.321814697265625,-0.6140679717063904,-0.14747099578380585,0.11275699734687805,0.7671089768409729,-0.09399133920669556,-0.36196035146713257,1.3328734636306763
1696081903710814700,0.331814697265625,-0.6155790090560913,-0.15512299537658691,0.10759100317955017,0.765129029750824,-0.11249194294214249,-0.36358049511909485,1.3343089818954468
1696081903720814600,0.341814697265625,-0.6167230010032654,-0.16367599368095398,0.10149700194597244,0.7632560133934021,-0.13384607434272766,-0.36486363410949707,1.3344895839691162
1696081903730814700,0.351814697265625,-0.617559015750885,-0.17317700386047363,0.0946969985961914,0.7613549828529358,-0.157812237739563,-0.36622154712677,1.3336982727050781
1696081903740814600,0.361814697265625,-0.6182839870452881,-0.1839040070772171,0.08721199631690979,0.7591419816017151,-0.18472634255886078,-0.36807751655578613,1.3324987888336182
1696081903750814700,0.371814697265625,-0.6186479926109314,-0.19590899348258972,0.07926400005817413,0.7567099928855896,-0.21452930569648743,-0.37079566717147827,1.3303148746490479
